sr_no,name,unit_no,company,sector,age_yr,gcv_kcal_per_kg,gcv_range,fuel,capacity_mw,ef_t_per_mwh,plf_pct,shr_kcal_per_kwh,efficiency_pct,aux_pct,net_gen_gwh,co2_mt,coal_grade,coal_source,fuel_price_rs_per_gcal,fuel_price_basis,vc_fuel_rs_per_kwh,variable_cost_rs_per_kwh,grid_region,ecr_rs_per_kwh,variable_cost_final,vc_source
316.0,Gandhi Nagar,3.0,GSECL,State,34.4,3653.3,"(3500, 4000)",Coal,210.0,1.09,66.3,2837.9,30.3,10.5,1220.0,1.33,G13,domestic,666.2825390742616,CIL_pithead_FY2022-23+levies+freight,1.8908432176388472,2.0908432176388474,WR,4.293,4.293,published_ECR
253.0,Paras,2.0,MAHAGENCO,State,16.4,3126.0,"(3000, 3500)",Coal,250.0,1.04,66.4,2736.8,31.4,10.9,1454.9,1.52,G14,domestic,752.4056301983366,CIL_pithead_FY2022-23+levies+freight,2.059183728726808,2.2591837287268075,WR,3.287,3.287,published_ECR
321.0,Vijaywada (Dr. N.TATA Rao Tps),4.0,APGENCO,State,34.0,2867.0,"(2000, 3000)",Coal,210.0,1.1,66.4,2874.0,29.9,10.1,1222.0,1.34,G15,domestic,754.795953958842,CIL_pithead_FY2022-23+levies+freight,2.169283571677712,2.369283571677712,SR,3.99,3.99,published_ECR
163.0,Seioni TPP,1.0,Jhabua Power Ltd,Private,8.4,3346.0,"(3000, 3500)",Coal,600.0,0.99,66.6,2609.6,32.9,6.1,3501.8,3.47,G14,domestic,702.9348475791991,CIL_pithead_FY2022-23+levies+freight,1.834378778242678,2.034378778242678,Unallocated,,2.034378778242678,modelled
153.0,Indra Gandhi STPP,3.0,NTPC/Apcpl JV,Centre,12.1,3772.7,"(3500, 4000)",Coal,500.0,0.98,67.0,2592.0,33.2,6.1,2934.1,2.89,G12,domestic,666.9600021204974,CIL_pithead_FY2022-23+levies+freight,1.7287603254963293,1.9287603254963293,Unallocated,4.09,4.09,published_ECR
271.0,Rayal Seema,3.0,APGENCO,State,17.5,3247.0,"(3000, 3500)",Coal,210.0,1.06,67.0,2780.0,30.9,8.8,1231.7,1.3,G14,domestic,724.3671080997844,CIL_pithead_FY2022-23+levies+freight,2.013740560517401,2.213740560517401,SR,4.33,4.33,published_ECR
283.0,Kota,5.0,RRVUNL,State,30.4,3357.0,"(3000, 3500)",Coal,210.0,1.07,67.0,2808.4,30.6,11.3,1232.2,1.31,G14,domestic,700.6315162347333,CIL_pithead_FY2022-23+levies+freight,1.9676535501936248,2.1676535501936254,NR,3.39,3.39,published_ECR
135.0,Dhariwal Inf TPP,1.0,Dhariwal Infra Private Ltd,Private,10.8,3831.0,"(3500, 4000)",Coal,300.0,0.98,67.1,2588.3,33.2,7.7,1762.8,1.73,G12,domestic,656.8102323153225,CIL_pithead_FY2022-23+levies+freight,1.7000219243017494,1.900021924301749,Unallocated,,1.900021924301749,modelled
309.0,Tuticorin,1.0,TNEB,State,45.1,2850.0,"(2000, 3000)",Coal,210.0,1.08,67.3,2842.0,30.3,8.7,1237.3,1.34,G15,domestic,759.2982456140351,CIL_pithead_FY2022-23+levies+freight,2.157925614035088,2.357925614035088,SR,3.96,3.96,published_ECR
299.0,Rayal Seema,4.0,APGENCO,State,16.7,3257.0,"(3000, 3500)",Coal,210.0,1.08,67.5,2832.6,30.4,9.1,1242.2,1.34,G14,domestic,722.1430764507215,CIL_pithead_FY2022-23+levies+freight,2.0455424783543137,2.245542478354314,SR,4.33,4.33,published_ECR
396.0,Jallippa Kapurdi TPP,2.0,Raj West Power Ltd (JSW),Private,14.1,3119.2,"(3000, 3500)",Lignite,135.0,1.2,67.5,2852.3,30.1,10.2,797.9,0.96,G14,lignite,500.0,modelled_anchor,1.42615,1.62615,WR,,1.62615,modelled
398.0,Jallippa Kapurdi TPP,1.0,Raj West Power Ltd (JSW),Private,14.8,3111.6,"(3000, 3500)",Lignite,135.0,1.2,67.7,2852.6,30.1,10.2,800.5,0.96,G14,lignite,500.0,modelled_anchor,1.4263,1.6263,WR,,1.6263,modelled
191.0,Bongaigaon TPP,3.0,NTPC,Centre,5.4,4092.8,"(4000, 4500)",Coal,250.0,1.0,67.9,2645.1,32.5,8.6,1487.1,1.49,G11,domestic,634.858776387803,CIL_pithead_FY2022-23+levies+freight,1.6792649494233776,1.8792649494233773,Unallocated,,1.8792649494233773,modelled
250.0,Mettur,2.0,TNEB,State,36.7,3032.0,"(3000, 3500)",Coal,210.0,1.04,67.9,2735.1,31.4,8.8,1249.8,1.3,G15,domestic,713.7203166226913,CIL_pithead_FY2022-23+levies+freight,1.9520964379947228,2.152096437994723,SR,4.996,4.996,published_ECR
45.0,Kakatiya TPP (Stage-I),1.0,TSGENCO,State,14.2,4006.0,"(4000, 4500)",Coal,500.0,0.94,68.0,2486.4,34.6,5.9,2979.0,2.81,G11,domestic,648.614578132801,CIL_pithead_FY2022-23+levies+freight,1.6127152870693964,1.8127152870693963,SR,,1.8127152870693963,modelled
121.0,Dadri (NcTPP),5.0,NTPC,Centre,14.5,3779.5,"(3500, 4000)",Coal,490.0,0.98,68.2,2596.8,33.1,6.3,2928.3,2.86,G12,domestic,665.7600211668212,CIL_pithead_FY2022-23+levies+freight,1.7288456229660012,1.9288456229660007,Unallocated,4.386,4.386,published_ECR
264.0,Bina TPP,1.0,Bina Power Supply,Private,12.0,3561.0,"(3500, 4000)",Coal,250.0,1.05,68.4,2771.3,31.0,8.3,1497.0,1.57,G13,domestic,683.5523729289525,CIL_pithead_FY2022-23+levies+freight,1.8943286910980064,2.0943286910980063,Unallocated,,2.0943286910980063,modelled
200.0,Farakka Stps,1.0,NTPC,Centre,38.6,3934.4,"(3500, 4000)",Coal,200.0,1.01,68.7,2682.3,32.1,9.5,1203.5,1.21,G12,domestic,639.5485969906467,CIL_pithead_FY2022-23+levies+freight,1.7154612017080118,1.915461201708012,Unallocated,3.55,3.55,published_ECR
226.0,Mejia,4.0,DVC,Centre,19.8,3430.8,"(3000, 3500)",Coal,210.0,1.03,68.7,2705.7,31.8,11.0,1263.3,1.3,G13,domestic,709.4934126151335,CIL_pithead_FY2022-23+levies+freight,1.9196763265127663,2.1196763265127667,ER,3.649,3.649,published_ECR
291.0,Unchahar,4.0,NTPC,Centre,24.8,3703.6,"(3500, 4000)",Coal,210.0,1.07,68.7,2818.2,30.5,10.1,1263.0,1.35,G12,domestic,679.4038233070528,CIL_pithead_FY2022-23+levies+freight,1.914695854843936,2.1146958548439363,Unallocated,4.357,4.357,published_ECR
25.0,Anapara “C”,2.0,Lanco Anapara Power,Private,12.7,3661.0,"(3500, 4000)",Coal,600.0,0.93,68.9,2454.8,35.0,5.2,3622.2,3.37,G13,domestic,664.881180005463,CIL_pithead_FY2022-23+levies+freight,1.6321503206774106,1.8321503206774103,NR,2.61,2.61,published_ECR
369.0,Korba-West,4.0,CSEB,State,38.4,3640.0,"(3500, 4000)",Coal,210.0,1.15,68.9,3034.3,28.3,9.6,1268.0,1.46,G13,domestic,668.717032967033,CIL_pithead_FY2022-23+levies+freight,2.029088093131868,2.2290880931318684,WR,1.508,1.508,published_ECR
168.0,Raigarh TPP(OP Jindal Tps),3.0,JSW Energy,Private,16.5,2882.4,"(2000, 3000)",Coal,250.0,0.99,69.2,2626.2,32.7,10.3,1515.5,1.51,G15,domestic,750.7632528448515,CIL_pithead_FY2022-23+levies+freight,1.971654454621149,2.171654454621149,Unallocated,,2.171654454621149,modelled
178.0,Anuppur TPP,2.0,Mb Power (Mp),Private,8.4,3418.0,"(3000, 3500)",Coal,600.0,1.0,69.3,2631.2,32.7,6.1,3641.9,3.63,G13,domestic,712.1503803393798,CIL_pithead_FY2022-23+levies+freight,1.873810080748976,2.073810080748976,Unallocated,2.87,2.87,published_ECR
263.0,Chandrapura,7.0,DVC,Centre,14.8,3778.8,"(3500, 4000)",Coal,250.0,1.05,69.3,2785.9,30.9,10.2,1516.6,1.6,G12,domestic,665.8833492113899,CIL_pithead_FY2022-23+levies+freight,1.8550844225680116,2.055084422568012,ER,3.624,3.624,published_ECR
278.0,Unchahar,5.0,NTPC,Centre,17.9,3779.7,"(3500, 4000)",Coal,210.0,1.06,69.3,2817.3,30.5,9.4,1274.7,1.35,G12,domestic,665.7247929729874,CIL_pithead_FY2022-23+levies+freight,1.8755464592427973,2.0755464592427977,Unallocated,4.357,4.357,published_ECR
312.0,Panipat,8.0,HPGCL,State,19.5,3718.8,"(3500, 4000)",Coal,250.0,1.09,69.4,2873.3,29.9,9.4,1520.5,1.65,G12,domestic,676.6268688824352,CIL_pithead_FY2022-23+levies+freight,1.9441519823599012,2.1441519823599013,NR,3.723,3.723,published_ECR
306.0,Vijaywada (Dr. N.TATA Rao Tps),6.0,APGENCO,State,29.4,2945.0,"(2000, 3000)",Coal,210.0,1.08,69.5,2836.8,30.3,10.2,1279.0,1.38,G15,domestic,734.804753820034,CIL_pithead_FY2022-23+levies+freight,2.0844941256366725,2.2844941256366726,SR,3.99,3.99,published_ECR
342.0,Obra-A,11.0,UPRVUNL,State,46.6,3430.0,"(3000, 3500)",Coal,200.0,1.11,69.5,2914.7,29.5,9.0,1218.0,1.35,G13,domestic,709.6588921282798,CIL_pithead_FY2022-23+levies+freight,2.0684427728862973,2.268442772886297,NR,2.58,2.58,published_ECR
15.0,Budge Budge,1.0,CESC,Private,26.9,3761.0,"(3500, 4000)",Coal,250.0,0.93,69.6,2437.7,35.3,7.9,1523.9,1.41,G12,domestic,669.0348311619251,CIL_pithead_FY2022-23+levies+freight,1.6309062079234249,1.8309062079234248,ER,1.96,1.96,published_ECR
348.0,I.B.Valley,1.0,OPGC,State,30.2,2901.0,"(2000, 3000)",Coal,210.0,1.13,69.6,2966.7,29.0,12.5,1279.5,1.44,G15,domestic,745.949672526715,CIL_pithead_FY2022-23+levies+freight,2.213008893485005,2.413008893485005,ER,1.611,1.611,published_ECR
367.0,Bhusawal,4.0,MAHAGENCO,State,12.4,3538.9,"(3500, 4000)",Coal,500.0,1.15,69.7,3042.7,28.3,6.3,3053.0,3.51,G13,domestic,687.8210743451355,CIL_pithead_FY2022-23+levies+freight,2.092833182909944,2.292833182909944,WR,3.542,3.542,published_ECR
392.0,Jallippa Kapurdi TPP,5.0,Raj West Power Ltd (JSW),Private,11.5,3115.2,"(3000, 3500)",Lignite,135.0,1.2,69.7,2850.6,30.2,10.2,823.9,0.99,G14,lignite,500.0,modelled_anchor,1.4253,1.6253,WR,,1.6253,modelled
303.0,Chhabra Tps,1.0,RRVUNL,State,14.8,3671.3,"(3500, 4000)",Coal,250.0,1.08,69.9,2839.1,30.3,10.4,1531.2,1.65,G13,domestic,663.0158254569226,CIL_pithead_FY2022-23+levies+freight,1.8823682300547488,2.082368230054749,NR,3.05,3.05,published_ECR
219.0,Anpara,2.0,UPRVUNL,State,37.6,3216.0,"(3000, 3500)",Coal,210.0,1.03,70.0,2699.0,31.9,10.4,1287.1,1.32,G14,domestic,731.3495024875622,CIL_pithead_FY2022-23+levies+freight,1.9739123072139304,2.1739123072139304,NR,1.941,1.941,published_ECR
23.0,Chandrapur_Coal,8.0,MAHAGENCO,State,9.4,3235.1,"(3000, 3500)",Coal,500.0,0.93,70.1,2474.7,34.7,5.3,3072.6,2.85,G14,domestic,727.0316218973138,CIL_pithead_FY2022-23+levies+freight,1.7991851547092823,1.9991851547092825,WR,3.125,3.125,published_ECR
330.0,Obra-A,12.0,UPRVUNL,State,43.4,3430.0,"(3000, 3500)",Coal,200.0,1.1,70.3,2892.2,29.7,9.0,1231.0,1.35,G13,domestic,709.6588921282798,CIL_pithead_FY2022-23+levies+freight,2.05247544781341,2.252475447813411,NR,2.58,2.58,published_ECR
48.0,Dhanu,2.0,Rel,Private,29.4,3553.6,"(3500, 4000)",Coal,250.0,0.95,70.4,2511.0,34.2,9.9,1542.7,1.46,G13,domestic,684.9757991895543,CIL_pithead_FY2022-23+levies+freight,1.7199742317649709,1.9199742317649708,Unallocated,,1.9199742317649708,modelled
399.0,Jallippa Kapurdi TPP,7.0,Raj West Power Ltd (JSW),Private,11.4,3126.5,"(3000, 3500)",Lignite,135.0,1.2,70.5,2853.0,30.1,10.2,834.1,1.0,G14,lignite,500.0,modelled_anchor,1.4265,1.6265,WR,,1.6265,modelled
51.0,Avantha Bhandar TPP,1.0,Korba West Power Co Ltd,Private,7.3,3117.9,"(3000, 3500)",Coal,600.0,0.95,70.6,2495.9,34.4,6.5,3710.3,3.51,G14,domestic,754.360306616633,CIL_pithead_FY2022-23+levies+freight,1.8828078892844544,2.0828078892844544,Unallocated,,2.0828078892844544,modelled
325.0,Amar Kantak Ext,5.0,MPGPCL,State,16.1,4189.0,"(4000, 4500)",Coal,210.0,1.1,70.6,2891.8,29.7,9.4,1299.1,1.43,G11,domestic,620.2793029362617,CIL_pithead_FY2022-23+levies+freight,1.7937236882310816,1.9937236882310816,WR,,1.9937236882310816,modelled
197.0,Rosa TPP Ph - 1,2.0,Rosa Power Company,Private,14.1,3835.0,"(3500, 4000)",Coal,300.0,1.01,70.7,2654.5,32.4,8.3,1856.8,1.87,G12,domestic,656.1251629726207,CIL_pithead_FY2022-23+levies+freight,1.7416842451108216,1.9416842451108216,NR,3.14,3.14,published_ECR
90.0,K_Gudem New,2.0,TSGENCO,State,27.4,2893.0,"(2000, 3000)",Coal,250.0,0.96,70.8,2535.2,33.9,10.0,1549.7,1.49,G15,domestic,748.0124438299343,CIL_pithead_FY2022-23+levies+freight,1.8963611475976492,2.0963611475976496,SR,,2.0963611475976496,modelled
397.0,Jallippa Kapurdi TPP,8.0,Raj West Power Ltd (JSW),Private,11.4,3111.8,"(3000, 3500)",Lignite,135.0,1.2,71.2,2852.4,30.1,10.2,841.8,1.01,G14,lignite,500.0,modelled_anchor,1.4262,1.6262,WR,,1.6262,modelled
43.0,R_Gundem Stps,6.0,NTPC,Centre,34.8,3497.5,"(3000, 3500)",Coal,500.0,0.94,71.3,2499.5,34.4,6.6,3121.7,2.95,G13,domestic,695.962830593281,CIL_pithead_FY2022-23+levies+freight,1.7395590950679056,1.9395590950679056,Unallocated,4.085,4.085,published_ECR
426.0,Neyveli Fst Ext,2.0,NLC,Centre,21.0,2653.0,"(2000, 3000)",Lignite,210.0,1.25,71.3,2975.9,28.9,9.0,1310.9,1.64,G16,lignite,500.0,modelled_anchor,1.48795,1.68795,SR,,1.68795,modelled
44.0,Kamalanga,2.0,GMR.K Ltd,Private,11.1,3232.2,"(3000, 3500)",Coal,350.0,0.94,71.4,2493.1,34.5,6.7,2187.7,2.06,G14,domestic,727.6839304498484,CIL_pithead_FY2022-23+levies+freight,1.814188807004517,2.014188807004517,Unallocated,1.2,1.2,published_ECR
96.0,Yamunanagar TPP,2.0,HPGCL,State,16.7,3377.4,"(3000, 3500)",Coal,300.0,0.97,71.4,2543.8,33.8,8.5,1875.7,1.81,G14,domestic,696.3995973233848,CIL_pithead_FY2022-23+levies+freight,1.7715012956712264,1.9715012956712263,NR,3.574,3.574,published_ECR
53.0,Kamalanga,1.0,GMR.K Ltd,Private,11.5,3197.0,"(3000, 3500)",Coal,350.0,0.95,71.5,2501.8,34.4,6.9,2191.5,2.08,G14,domestic,735.6959649671567,CIL_pithead_FY2022-23+levies+freight,1.8405641651548328,2.0405641651548327,Unallocated,1.2,1.2,published_ECR
169.0,Farakka Stps,4.0,NTPC,Centre,31.9,3939.0,"(3500, 4000)",Coal,500.0,0.99,71.8,2628.1,32.7,6.7,3144.0,3.13,G12,domestic,638.801726326479,CIL_pithead_FY2022-23+levies+freight,1.6788348169586194,1.8788348169586195,Unallocated,3.55,3.55,published_ECR
393.0,Jallippa Kapurdi TPP,4.0,Raj West Power Ltd (JSW),Private,12.7,3127.8,"(3000, 3500)",Lignite,135.0,1.2,71.9,2850.9,30.2,10.2,850.7,1.02,G14,lignite,500.0,modelled_anchor,1.42545,1.62545,WR,,1.62545,modelled
277.0,Farakka Stps,3.0,NTPC,Centre,37.0,3954.9,"(3500, 4000)",Coal,200.0,1.06,72.0,2816.9,30.5,9.9,1261.0,1.34,G12,domestic,636.2335330855395,CIL_pithead_FY2022-23+levies+freight,1.7922062393486562,1.992206239348656,Unallocated,3.55,3.55,published_ECR
61.0,Kamalanga,3.0,GMR.K Ltd,Private,10.4,3223.6,"(3000, 3500)",Coal,350.0,0.95,72.2,2508.7,34.3,7.1,2212.7,2.1,G14,domestic,729.6252636803574,CIL_pithead_FY2022-23+levies+freight,1.8304108989949128,2.030410898994913,Unallocated,1.2,1.2,published_ECR
98.0,Durgapur Steel Tps,1.0,DVC,Centre,13.0,3753.0,"(3500, 4000)",Coal,500.0,0.97,72.2,2564.9,33.5,5.3,3164.1,3.06,G12,domestic,670.4609645616841,CIL_pithead_FY2022-23+levies+freight,1.7196653280042635,1.919665328004264,ER,3.793,3.793,published_ECR
119.0,R_Gundem Stps,3.0,NTPC,Centre,39.6,3502.9,"(3500, 4000)",Coal,200.0,0.97,72.2,2564.9,33.5,10.8,1265.4,1.23,G13,domestic,694.8899483285278,CIL_pithead_FY2022-23+levies+freight,1.782323228467841,1.982323228467841,Unallocated,4.085,4.085,published_ECR
138.0,Barauni (Ext),8.0,BSEB,State,6.6,3489.0,"(3000, 3500)",Coal,250.0,0.98,72.2,2585.9,33.3,9.1,1581.1,1.56,G13,domestic,697.658354829464,CIL_pithead_FY2022-23+levies+freight,1.804074739753511,2.004074739753511,ER,2.685,2.685,published_ECR
155.0,Korba-V(Dspm Tps),7.0,CSEB,State,17.4,3379.0,"(3000, 3500)",Coal,250.0,0.99,72.2,2599.9,33.1,8.2,1580.3,1.56,G14,domestic,696.0698431488606,CIL_pithead_FY2022-23+levies+freight,1.8097119852027228,2.0097119852027228,WR,1.612,1.612,published_ECR
72.0,Baradarha TPP,1.0,Db Power Ltd,Private,10.5,3339.0,"(3000, 3500)",Coal,600.0,0.96,72.6,2521.3,34.1,5.7,3818.0,3.65,G14,domestic,704.408505540581,CIL_pithead_FY2022-23+levies+freight,1.776025165019467,1.976025165019467,Unallocated,,1.976025165019467,modelled
105.0,Mahadev Prasad STPP,1.0,Adahunik Power,Private,11.7,3478.0,"(3000, 3500)",Coal,270.0,0.97,72.6,2553.7,33.7,8.5,1717.5,1.66,G13,domestic,699.8648648648649,CIL_pithead_FY2022-23+levies+freight,1.7872449054054054,1.987244905405405,Unallocated,,1.987244905405405,modelled
76.0,Simhadri,3.0,NTPC,Centre,13.4,3101.8,"(3000, 3500)",Coal,500.0,0.96,72.7,2543.0,33.8,5.7,3186.4,3.05,G14,domestic,758.2758398349345,CIL_pithead_FY2022-23+levies+freight,1.9282954607002385,2.1282954607002385,Unallocated,4.451,4.451,published_ECR
394.0,Jallippa Kapurdi TPP,6.0,Raj West Power Ltd (JSW),Private,11.4,3121.3,"(3000, 3500)",Lignite,135.0,1.2,72.7,2851.4,30.2,10.2,859.5,1.03,G14,lignite,500.0,modelled_anchor,1.4257,1.6257,WR,,1.6257,modelled
346.0,Korba-West,1.0,CSEB,State,41.1,3640.0,"(3500, 4000)",Coal,210.0,1.12,73.0,2940.2,29.2,8.8,1342.0,1.5,G13,domestic,668.717032967033,CIL_pithead_FY2022-23+levies+freight,1.9661618203296705,2.16616182032967,WR,1.508,1.508,published_ECR
266.0,Kota,4.0,RRVUNL,State,35.3,3360.0,"(3000, 3500)",Coal,210.0,1.05,73.1,2774.8,31.0,11.3,1344.5,1.42,G14,domestic,700.0059523809524,CIL_pithead_FY2022-23+levies+freight,1.9423765166666669,2.142376516666667,NR,3.39,3.39,published_ECR
289.0,Chhabra Tps,3.0,RRVUNL,State,10.9,3768.1,"(3500, 4000)",Coal,250.0,1.07,73.1,2818.6,30.5,9.9,1601.5,1.71,G12,domestic,667.7742098139647,CIL_pithead_FY2022-23+levies+freight,1.882188387781641,2.082188387781641,NR,3.05,3.05,published_ECR
16.0,Budge Budge,2.0,CESC,Private,25.4,3761.0,"(3500, 4000)",Coal,250.0,0.93,73.2,2437.9,35.3,7.9,1602.5,1.48,G12,domestic,669.0348311619251,CIL_pithead_FY2022-23+levies+freight,1.631040014889657,1.8310400148896573,ER,1.96,1.96,published_ECR
41.0,Maithon Rb TPP,1.0,DVC-TATA JV,Private,12.9,4074.0,"(4000, 4500)",Coal,525.0,0.94,73.3,2486.1,34.6,5.6,3373.3,3.18,G11,domestic,637.7884143348062,CIL_pithead_FY2022-23+levies+freight,1.5856057768777618,1.7856057768777618,ER,2.74,2.74,published_ECR
79.0,R_Gundem Stps,4.0,NTPC,Centre,36.1,3493.0,"(3000, 3500)",Coal,500.0,0.96,73.5,2541.4,33.8,6.5,3220.8,3.09,G13,domestic,696.8594331520184,CIL_pithead_FY2022-23+levies+freight,1.7709985634125396,1.9709985634125395,Unallocated,4.085,4.085,published_ECR
39.0,Dhanu,1.0,Rel,Private,29.6,3557.5,"(3500, 4000)",Coal,250.0,0.94,73.6,2501.3,34.4,9.8,1611.2,1.52,G13,domestic,684.2248770203795,CIL_pithead_FY2022-23+levies+freight,1.7114516848910757,1.9114516848910756,Unallocated,,1.9114516848910756,modelled
162.0,Vijaywada TPP-Iv,1.0,APGENCO,State,14.8,3419.0,"(3000, 3500)",Coal,500.0,0.99,73.6,2604.8,33.0,5.3,3225.0,3.19,G13,domestic,711.942088329921,CIL_pithead_FY2022-23+levies+freight,1.8544667516817783,2.0544667516817783,SR,3.63,3.63,published_ECR
199.0,Vindh_Chal Stps,3.0,NTPC,Centre,35.5,3686.3,"(3500, 4000)",Coal,210.0,1.01,73.6,2655.4,32.4,9.1,1354.3,1.37,G13,domestic,660.3179339717332,CIL_pithead_FY2022-23+levies+freight,1.7534082418685404,1.9534082418685403,Unallocated,1.633,1.633,published_ECR
27.0,Chandrapur_Coal,9.0,MAHAGENCO,State,8.4,3204.5,"(3000, 3500)",Coal,500.0,0.93,73.7,2488.9,34.5,5.7,3228.3,3.01,G14,domestic,733.974098923389,CIL_pithead_FY2022-23+levies+freight,1.826788134810423,2.026788134810422,WR,3.125,3.125,published_ECR
36.0,Mouda Stps,2.0,NTPC,Centre,11.4,3365.3,"(3000, 3500)",Coal,500.0,0.94,73.8,2500.4,34.4,5.3,3233.2,3.04,G14,domestic,698.9035152883844,CIL_pithead_FY2022-23+levies+freight,1.7475383496270764,1.9475383496270764,Unallocated,4.151,4.151,published_ECR
420.0,Barsingar Ligniteite,2.0,NLC,Centre,13.5,2912.0,"(2000, 3000)",Lignite,125.0,1.22,73.8,2908.4,29.6,12.6,808.0,0.99,G15,lignite,500.0,modelled_anchor,1.4542,1.6542,SR,0.848,0.848,published_ECR
93.0,Simhadri,1.0,NTPC,Centre,22.5,3127.4,"(3000, 3500)",Coal,500.0,0.96,73.9,2560.0,33.6,5.8,3235.1,3.12,G14,domestic,752.0688111530344,CIL_pithead_FY2022-23+levies+freight,1.925296156551768,2.125296156551768,Unallocated,4.451,4.451,published_ECR
167.0,Chandrapura,8.0,DVC,Centre,14.4,3786.5,"(3500, 4000)",Coal,250.0,0.99,73.9,2634.6,32.6,9.5,1619.0,1.61,G12,domestic,664.5292486465074,CIL_pithead_FY2022-23+levies+freight,1.7507687584840883,1.9507687584840885,ER,3.624,3.624,published_ECR
334.0,K_Kheda Ii,5.0,MAHAGENCO,State,13.0,3464.8,"(3000, 3500)",Coal,500.0,1.1,73.9,2928.6,29.4,5.9,3237.0,3.57,G13,domestic,702.5311706303394,CIL_pithead_FY2022-23+levies+freight,2.0574327863080115,2.257432786308012,WR,3.231,3.231,published_ECR
10.0,Haldia,2.0,Haldia Energy Ltd.,Private,9.5,3185.0,"(3000, 3500)",Coal,300.0,0.92,74.0,2416.2,35.6,5.1,1945.0,1.78,G14,domestic,738.4678178963893,CIL_pithead_FY2022-23+levies+freight,1.7842859416012558,1.984285941601256,ER,2.55,2.55,published_ECR
111.0,Haldia,1.0,Haldia Energy Ltd.,Private,9.6,3205.0,"(3000, 3500)",Coal,300.0,0.97,74.0,2561.5,33.6,10.4,1945.0,1.89,G14,domestic,733.8595943837754,CIL_pithead_FY2022-23+levies+freight,1.8797813510140409,2.0797813510140406,ER,2.55,2.55,published_ECR
89.0,Emco GMR Warora TPP,2.0,Emco Energy (GMR),Private,10.9,3666.1,"(3500, 4000)",Coal,300.0,0.96,74.1,2540.3,33.8,7.8,1946.7,1.87,G13,domestic,663.9562477837484,CIL_pithead_FY2022-23+levies+freight,1.6866480562450563,1.8866480562450565,Unallocated,,1.8866480562450565,modelled
113.0,Talcher Stps,2.0,NTPC,Centre,28.4,3377.7,"(3000, 3500)",Coal,500.0,0.97,74.6,2563.7,33.5,6.9,3265.9,3.18,G14,domestic,696.3377446191196,CIL_pithead_FY2022-23+levies+freight,1.7852010758800367,1.9852010758800367,Unallocated,1.987,1.987,published_ECR
159.0,K_Gudem New,3.0,TSGENCO,State,26.4,2884.0,"(2000, 3000)",Coal,250.0,0.99,74.6,2600.0,33.1,10.7,1633.9,1.61,G15,domestic,750.3467406380028,CIL_pithead_FY2022-23+levies+freight,1.9509015256588071,2.150901525658808,SR,,2.150901525658808,modelled
136.0,Singrauli Stps,1.0,NTPC,Centre,42.5,3768.6,"(3500, 4000)",Coal,200.0,0.98,74.9,2578.7,33.3,8.8,1311.4,1.28,G12,domestic,667.6856126943694,CIL_pithead_FY2022-23+levies+freight,1.7217608894549703,1.9217608894549705,Unallocated,1.67,1.67,published_ECR
110.0,Rihand,2.0,NTPC,Centre,35.1,3894.1,"(3500, 4000)",Coal,500.0,0.97,75.1,2553.0,33.7,8.0,3289.1,3.19,G12,domestic,646.16727870368,CIL_pithead_FY2022-23+levies+freight,1.6496650625304952,1.8496650625304951,Unallocated,1.754,1.754,published_ECR
148.0,Kota,7.0,RRVUNL,State,15.2,3424.1,"(3000, 3500)",Coal,195.0,0.98,75.1,2591.4,33.2,11.2,1282.9,1.26,G13,domestic,710.8816915393826,CIL_pithead_FY2022-23+levies+freight,1.842178815455156,2.042178815455156,NR,3.39,3.39,published_ECR
63.0,Kahalgaon,6.0,NTPC,Centre,16.4,3506.3,"(3500, 4000)",Coal,500.0,0.95,75.2,2512.2,34.2,5.7,3293.2,3.13,G13,domestic,694.2161252602458,CIL_pithead_FY2022-23+levies+freight,1.7440097498787892,1.9440097498787887,Unallocated,3.614,3.614,published_ECR
145.0,Amaravati TPP,4.0,India Bulls,Private,9.4,3653.8,"(3500, 4000)",Coal,270.0,0.98,75.2,2593.5,33.2,7.7,1779.3,1.75,G13,domestic,666.1913624172095,CIL_pithead_FY2022-23+levies+freight,1.7277672984290329,1.9277672984290328,Unallocated,2.452,2.452,published_ECR
298.0,D.P.L.,8.0,Dpl,State,10.4,3909.0,"(3500, 4000)",Coal,250.0,1.08,75.3,2834.5,30.3,10.8,1648.0,1.77,G12,domestic,643.7042721923767,CIL_pithead_FY2022-23+levies+freight,1.824579759529292,2.024579759529292,ER,2.251,2.251,published_ECR
140.0,Bhilai TPP,2.0,NTPC/Sail,Centre,15.1,3281.1,"(3000, 3500)",Coal,250.0,0.98,75.5,2583.2,33.3,8.6,1654.3,1.62,G14,domestic,716.8388650147816,CIL_pithead_FY2022-23+levies+freight,1.851738156106184,2.051738156106184,Unallocated,,2.051738156106184,modelled
203.0,Kahalgaon,1.0,NTPC,Centre,32.4,3497.9,"(3000, 3500)",Coal,210.0,1.01,75.5,2681.6,32.1,9.6,1388.9,1.41,G13,domestic,695.8832442322537,CIL_pithead_FY2022-23+levies+freight,1.8660805077332117,2.0660805077332114,Unallocated,3.614,3.614,published_ECR
