sr_no,name,unit_no,company,sector,age_yr,gcv_kcal_per_kg,gcv_range,fuel,capacity_mw,ef_t_per_mwh,plf_pct,shr_kcal_per_kwh,efficiency_pct,aux_pct,net_gen_gwh,co2_mt,coal_grade,coal_source,fuel_price_rs_per_gcal,fuel_price_basis,vc_fuel_rs_per_kwh,variable_cost_rs_per_kwh,grid_region,ecr_rs_per_kwh,variable_cost_final,vc_source
422.0,Bellary Tps,1.0,KPCL,State,16.7,3651.5,"(3500, 4000)",Coal,500.0,1.24,45.2,3251.7,26.4,8.0,1980.0,2.45,G13,domestic,666.6109817883062,CIL_pithead_FY2022-23+levies+freight,2.1676189294810357,2.3676189294810355,SR,,2.3676189294810355,modelled
160.0,Anpara,4.0,UPRVUNL,State,30.6,3611.0,"(3500, 4000)",Coal,500.0,0.99,45.3,2605.1,33.0,8.5,1984.3,1.96,G13,domestic,674.087510384935,CIL_pithead_FY2022-23+levies+freight,1.756065373303794,1.956065373303794,NR,1.941,1.941,published_ECR
300.0,Raichur,4.0,KPCL,State,29.9,3126.7,"(3000, 3500)",Coal,210.0,1.08,45.3,2806.9,30.6,11.3,834.2,0.9,G14,domestic,752.2371829724631,CIL_pithead_FY2022-23+levies+freight,2.111454548885406,2.311454548885407,SR,,2.311454548885407,modelled
446.0,Neyveli St Ii,2.0,NLC,Centre,37.5,2556.0,"(2000, 3000)",Lignite,210.0,1.45,45.5,3442.5,25.0,11.1,836.6,1.22,G16,lignite,500.0,modelled_anchor,1.72125,1.92125,SR,,1.92125,modelled
353.0,Chandrapur_Coal,5.0,MAHAGENCO,State,33.4,3033.6,"(3000, 3500)",Coal,500.0,1.13,45.7,2982.5,28.8,11.4,2002.9,2.27,G15,domestic,713.3438818565401,CIL_pithead_FY2022-23+levies+freight,2.12754812763713,2.327548127637131,WR,3.125,3.125,published_ECR
315.0,Wanakbori,3.0,GSECL,State,40.4,3630.4,"(3500, 4000)",Coal,210.0,1.09,46.0,2747.9,31.3,9.8,847.0,0.92,G13,domestic,670.4853459673865,CIL_pithead_FY2022-23+levies+freight,1.8424266821837811,2.0424266821837813,WR,4.232,4.232,published_ECR
437.0,K_Kheda Ii,1.0,MAHAGENCO,State,35.4,3382.5,"(3000, 3500)",Coal,210.0,1.35,46.2,3513.8,24.5,12.4,850.0,1.15,G14,domestic,695.349593495935,CIL_pithead_FY2022-23+levies+freight,2.4433194016260167,2.643319401626017,WR,3.231,3.231,published_ECR
294.0,Raichur,8.0,KPCL,State,14.1,2942.8,"(2000, 3000)",Coal,250.0,1.07,46.3,2805.0,30.7,11.3,1013.6,1.09,G15,domestic,735.3540845453309,CIL_pithead_FY2022-23+levies+freight,2.062668207149654,2.2626682071496536,SR,,2.2626682071496536,modelled
454.0,Kutch Lignite,3.0,GSECL,State,27.3,2247.0,"(2000, 3000)",Lignite,75.0,1.75,47.0,4035.9,21.3,14.2,309.0,0.54,G17,lignite,500.0,modelled_anchor,2.01795,2.21795,WR,3.113,3.113,published_ECR
379.0,Southern Repl.,2.0,CESC,Private,33.3,4677.0,"(4500, 5000)",Coal,67.5,1.17,47.3,3078.6,27.9,8.5,279.8,0.33,G9,domestic,602.6298909557408,CIL_pithead_FY2022-23+levies+freight,1.855256382296344,2.055256382296344,ER,,2.055256382296344,modelled
129.0,Vizag TPP,2.0,Hinduja National Power Corp Ltd,Private,8.4,3010.0,"(3000, 3500)",Coal,520.0,0.98,47.4,2579.1,33.3,6.2,2158.5,2.11,G15,domestic,718.936877076412,CIL_pithead_FY2022-23+levies+freight,1.854210099667774,2.054210099667774,Unallocated,3.02,3.02,published_ECR
428.0,Neyveli Tps Exp -Ii,1.0,NLC,Centre,12.5,2587.0,"(2000, 3000)",Lignite,250.0,1.27,47.5,2995.2,28.7,15.0,1041.0,1.32,G16,lignite,500.0,modelled_anchor,1.4976,1.6976,SR,,1.6976,modelled
364.0,Chandrapur_Coal,4.0,MAHAGENCO,State,38.4,3069.9,"(3000, 3500)",Coal,210.0,1.14,47.8,2989.8,28.8,11.2,880.1,1.01,G15,domestic,704.9089546890777,CIL_pithead_FY2022-23+levies+freight,2.107536792729405,2.307536792729405,WR,3.125,3.125,published_ECR
235.0,Bhadradri TPP,3.0,TSGENCO,State,3.4,3450.0,"(3000, 3500)",Coal,270.0,1.04,47.9,2696.1,31.9,9.1,1133.5,1.18,G13,domestic,705.5449275362319,CIL_pithead_FY2022-23+levies+freight,1.9022196791304344,2.1022196791304344,SR,,2.1022196791304344,modelled
388.0,Ghtp (Leh.Moh.),3.0,PSEB,State,16.6,4258.1,"(4000, 4500)",Coal,250.0,1.19,48.6,3126.6,27.5,8.7,1065.0,1.26,G11,domestic,610.2134754937649,CIL_pithead_FY2022-23+levies+freight,1.9078934524788052,2.1078934524788053,NR,3.6824,3.6824,published_ECR
236.0,Bhadradri TPP,4.0,TSGENCO,State,2.6,3450.0,"(3000, 3500)",Coal,270.0,1.04,49.0,2696.1,31.9,9.1,1159.6,1.2,G13,domestic,705.5449275362319,CIL_pithead_FY2022-23+levies+freight,1.9022196791304344,2.1022196791304344,SR,,2.1022196791304344,modelled
366.0,Surat Lignite,1.0,Gipcl,Private,24.6,2631.3,"(2000, 3000)",Lignite,125.0,1.15,49.0,3111.5,27.6,13.8,537.0,0.62,G16,lignite,500.0,modelled_anchor,1.55575,1.75575,WR,,1.75575,modelled
435.0,K_Kheda Ii,2.0,MAHAGENCO,State,34.6,3403.5,"(3000, 3500)",Coal,210.0,1.32,49.1,3441.2,25.0,10.9,903.0,1.19,G13,domestic,715.184369031879,CIL_pithead_FY2022-23+levies+freight,2.461092450712502,2.661092450712502,WR,3.231,3.231,published_ECR
218.0,Suratgarh,5.0,RRVUNL,State,21.1,3305.0,"(3000, 3500)",Coal,250.0,1.02,49.2,2675.1,32.1,9.5,1078.1,1.11,G14,domestic,711.6550680786687,CIL_pithead_FY2022-23+levies+freight,1.903748472617247,2.103748472617246,NR,4.22,4.22,published_ECR
11.0,Tamnar TPP,3.0,OP Jindal,Private,10.4,2927.8,"(2000, 3000)",Coal,600.0,0.92,49.3,2424.2,35.5,5.3,2591.7,2.38,G15,domestic,739.1215246943096,CIL_pithead_FY2022-23+levies+freight,1.7917784001639452,1.9917784001639447,Unallocated,,1.9917784001639447,modelled
404.0,North Chennai,3.0,TNEB,State,28.4,3116.0,"(3000, 3500)",Coal,210.0,1.21,49.4,3125.0,27.5,9.8,909.6,1.1,G14,domestic,754.8202824133505,CIL_pithead_FY2022-23+levies+freight,2.35881338254172,2.5588133825417203,SR,3.59,3.59,published_ECR
436.0,Ratija TPP,1.0,Scpl Ltd,Private,11.5,2175.6,"(2000, 3000)",Coal,50.0,1.35,49.6,3549.3,24.2,16.0,217.3,0.29,ungraded(<2200),domestic,916.4506343077772,CIL_pithead_FY2022-23+levies+freight,3.252758236348594,3.4527582363485942,Unallocated,,3.4527582363485942,modelled
413.0,Ropar,6.0,PSEB,State,31.4,3867.4,"(3500, 4000)",Coal,210.0,1.22,49.7,3192.2,26.9,9.6,914.9,1.11,G12,domestic,650.6283291099965,CIL_pithead_FY2022-23+levies+freight,2.0769357521849305,2.2769357521849307,NR,3.6037,3.6037,published_ECR
400.0,North Chennai,1.0,TNEB,State,29.8,3120.8,"(3000, 3500)",Coal,210.0,1.2,50.0,3100.1,27.7,10.4,920.5,1.11,G14,domestic,753.659318123558,CIL_pithead_FY2022-23+levies+freight,2.336419252114842,2.5364192521148423,SR,3.59,3.59,published_ECR
238.0,Bhadradri TPP,2.0,TSGENCO,State,3.7,3450.0,"(3000, 3500)",Coal,270.0,1.04,50.1,2696.1,31.9,9.1,1185.6,1.23,G13,domestic,705.5449275362319,CIL_pithead_FY2022-23+levies+freight,1.9022196791304344,2.1022196791304344,SR,,2.1022196791304344,modelled
241.0,Paricha,4.0,UPRVUNL,State,17.6,3401.0,"(3000, 3500)",Coal,210.0,1.04,50.1,2729.7,31.5,10.3,922.0,0.96,G13,domestic,715.7100852690385,CIL_pithead_FY2022-23+levies+freight,1.953673819758894,2.153673819758894,NR,3.657,3.657,published_ECR
117.0,Farakka Stps,5.0,NTPC,Centre,30.5,3926.3,"(3500, 4000)",Coal,500.0,0.97,50.3,2568.1,33.5,7.6,2203.7,2.15,G12,domestic,640.8679927667271,CIL_pithead_FY2022-23+levies+freight,1.6458130922242318,1.845813092224232,Unallocated,3.55,3.55,published_ECR
274.0,Wardha Warora (Sai Wardha Power),2.0,Sai Wardha Power Ltd.,Private,14.2,3710.2,"(3500, 4000)",Coal,135.0,1.06,50.3,2787.8,30.8,10.1,595.3,0.63,G12,domestic,678.1952455393242,CIL_pithead_FY2022-23+levies+freight,1.890672705514528,2.090672705514528,WR,,2.090672705514528,modelled
288.0,Kalisindh,2.0,RRVUNL,State,9.2,3865.6,"(3500, 4000)",Coal,600.0,1.07,50.5,2817.5,30.5,6.6,2654.9,2.84,G12,domestic,650.9312913907286,CIL_pithead_FY2022-23+levies+freight,1.8339989134933776,2.033998913493378,NR,2.95,2.95,published_ECR
368.0,Chandrapur_Coal,3.0,MAHAGENCO,State,39.3,3100.2,"(3000, 3500)",Coal,210.0,1.15,50.5,3009.9,28.6,11.9,929.4,1.07,G14,domestic,758.6671827624025,CIL_pithead_FY2022-23+levies+freight,2.283512353396556,2.483512353396556,WR,3.125,3.125,published_ECR
433.0,K_Kheda Ii,4.0,MAHAGENCO,State,23.6,3429.2,"(3000, 3500)",Coal,210.0,1.3,50.8,3410.8,25.2,11.3,934.0,1.22,G13,domestic,709.824448851044,CIL_pithead_FY2022-23+levies+freight,2.421069230141141,2.621069230141141,WR,3.231,3.231,published_ECR
285.0,Unchahar,2.0,NTPC,Centre,35.4,3831.3,"(3500, 4000)",Coal,210.0,1.07,50.9,2837.1,30.3,10.3,936.2,1.0,G12,domestic,656.7588024952368,CIL_pithead_FY2022-23+levies+freight,1.863290398559236,2.063290398559236,Unallocated,4.357,4.357,published_ECR
327.0,Tuticorin,2.0,TNEB,State,43.6,2840.0,"(2000, 3000)",Coal,210.0,1.1,51.0,2864.7,30.0,8.7,938.3,1.03,G15,domestic,761.9718309859155,CIL_pithead_FY2022-23+levies+freight,2.182820704225352,2.3828207042253524,SR,3.96,3.96,published_ECR
376.0,Southern Repl.,1.0,CESC,Private,34.0,4677.0,"(4500, 5000)",Coal,67.5,1.17,51.0,3075.5,28.0,8.5,301.6,0.35,G9,domestic,602.6298909557408,CIL_pithead_FY2022-23+levies+freight,1.8533882296343809,2.053388229634381,ER,,2.053388229634381,modelled
425.0,Neyveli Tps(Z),1.0,Taqa,Private,21.8,2815.9,"(2000, 3000)",Lignite,250.0,1.25,51.1,2966.1,29.0,8.0,1119.5,1.4,G15,lignite,500.0,modelled_anchor,1.48305,1.68305,Unallocated,,1.68305,modelled
232.0,Uchpinda TPP,1.0,Rkm Powergen Private Ltd.,Private,8.8,3044.0,"(3000, 3500)",Coal,360.0,1.03,51.3,2721.9,31.6,10.1,1617.5,1.67,G15,domestic,710.9067017082785,CIL_pithead_FY2022-23+levies+freight,1.9350169513797637,2.135016951379764,Unallocated,2.22,2.22,published_ECR
292.0,Raichur,3.0,KPCL,State,33.4,3097.3,"(3000, 3500)",Coal,210.0,1.07,51.4,2802.1,30.7,11.3,945.3,1.01,G15,domestic,698.6730378071223,CIL_pithead_FY2022-23+levies+freight,1.9577517192393372,2.1577517192393376,SR,,2.1577517192393376,modelled
345.0,Gandhi Nagar,4.0,GSECL,State,33.0,3667.0,"(3500, 4000)",Coal,210.0,1.12,51.6,2876.4,29.9,11.5,949.0,1.06,G13,domestic,663.7932915189529,CIL_pithead_FY2022-23+levies+freight,1.909335023725116,2.1093350237251163,WR,4.293,4.293,published_ECR
254.0,H_Ganj B,8.0,UPRVUNL,State,12.9,3483.0,"(3000, 3500)",Coal,250.0,1.04,51.7,2750.7,31.3,8.9,1132.0,1.18,G13,domestic,698.8601780074648,CIL_pithead_FY2022-23+levies+freight,1.9223546916451333,2.122354691645133,NR,3.94,3.94,published_ECR
322.0,Marwa TPP,1.0,Cspgcl,State,10.4,3472.0,"(3000, 3500)",Coal,500.0,1.1,51.7,2887.7,29.8,6.0,2264.0,2.48,G13,domestic,701.0743087557604,CIL_pithead_FY2022-23+levies+freight,2.0244922813940094,2.2244922813940096,WR,1.837,1.837,published_ECR
341.0,Chandrapur_Coal,6.0,MAHAGENCO,State,32.4,3050.8,"(3000, 3500)",Coal,500.0,1.11,51.7,2914.9,29.5,9.5,2263.5,2.51,G15,domestic,709.3221450111446,CIL_pithead_FY2022-23+levies+freight,2.067603120492985,2.2676031204929856,WR,3.125,3.125,published_ECR
109.0,R_Gundem Stps,1.0,NTPC,Centre,40.7,3489.1,"(3000, 3500)",Coal,200.0,0.97,51.8,2548.0,33.7,10.5,906.8,0.88,G13,domestic,697.6383594623255,CIL_pithead_FY2022-23+levies+freight,1.7775825399100054,1.977582539910005,Unallocated,4.085,4.085,published_ECR
224.0,Anpara,3.0,UPRVUNL,State,35.3,3216.0,"(3000, 3500)",Coal,210.0,1.03,52.0,2708.1,31.8,10.3,957.0,0.98,G14,domestic,731.3495024875622,CIL_pithead_FY2022-23+levies+freight,1.9805675876865672,2.180567587686568,NR,1.941,1.941,published_ECR
130.0,Vizag TPP,1.0,Hinduja National Power Corp Ltd,Private,8.6,3115.0,"(3000, 3500)",Coal,520.0,0.98,52.1,2579.4,33.3,6.5,2373.2,2.32,G14,domestic,755.0626003210273,CIL_pithead_FY2022-23+levies+freight,1.947608471268058,2.147608471268058,Unallocated,3.02,3.02,published_ECR
444.0,Neyveli St Ii,1.0,NLC,Centre,36.6,2556.0,"(2000, 3000)",Lignite,210.0,1.45,52.1,3435.4,25.0,11.7,958.4,1.39,G16,lignite,500.0,modelled_anchor,1.7177,1.9177,SR,,1.9177,modelled
280.0,Bandakhar TPP,1.0,Maruti Clean Coal Ch. Ltd,Private,9.1,3485.0,"(3000, 3500)",Coal,300.0,1.06,52.5,2790.0,30.8,8.9,1379.0,1.46,G13,domestic,698.4591104734577,CIL_pithead_FY2022-23+levies+freight,1.948700918220947,2.148700918220947,Unallocated,,2.148700918220947,modelled
141.0,Raigarh TPP(OP Jindal Tps),4.0,JSW Energy,Private,16.1,2891.4,"(2000, 3000)",Coal,250.0,0.98,52.6,2589.6,33.2,10.3,1152.1,1.13,G15,domestic,748.4263678494847,CIL_pithead_FY2022-23+levies+freight,1.9381249221830252,2.1381249221830254,Unallocated,,2.1381249221830254,modelled
328.0,Tuticorin,5.0,TNEB,State,33.4,2835.0,"(2000, 3000)",Coal,210.0,1.1,52.6,2871.9,29.9,9.9,966.9,1.06,G15,domestic,763.31569664903,CIL_pithead_FY2022-23+levies+freight,2.192166349206349,2.3921663492063496,SR,3.96,3.96,published_ECR
150.0,Mettur Tps Ext,1.0,TNEB,State,11.8,3072.5,"(3000, 3500)",Coal,600.0,0.98,52.7,2617.6,32.8,7.7,2770.3,2.73,G15,domestic,704.3124491456468,CIL_pithead_FY2022-23+levies+freight,1.843608266883645,2.0436082668836453,SR,4.996,4.996,published_ECR
152.0,Indra Gandhi STPP,2.0,NTPC/Apcpl JV,Centre,12.8,3772.7,"(3500, 4000)",Coal,500.0,0.98,53.0,2592.0,33.2,6.1,2321.0,2.29,G12,domestic,666.9600021204974,CIL_pithead_FY2022-23+levies+freight,1.7287603254963293,1.9287603254963293,Unallocated,4.09,4.09,published_ECR
234.0,Mejia,2.0,DVC,Centre,27.4,3430.8,"(3000, 3500)",Coal,210.0,1.04,53.1,2717.3,31.6,11.4,977.5,1.01,G13,domestic,709.4934126151335,CIL_pithead_FY2022-23+levies+freight,1.9279064500991023,2.1279064500991023,ER,3.649,3.649,published_ECR
240.0,Nawapara,1.0,Trn Energy,Private,8.0,3097.0,"(3000, 3500)",Coal,300.0,1.04,53.3,2731.6,31.5,9.5,1401.1,1.45,G15,domestic,698.7407168227317,CIL_pithead_FY2022-23+levies+freight,1.9086801420729735,2.108680142072974,Unallocated,2.32,2.32,published_ECR
275.0,Wardha Warora (Sai Wardha Power),3.0,Sai Wardha Power Ltd.,Private,13.8,3710.2,"(3500, 4000)",Coal,135.0,1.06,53.3,2787.8,30.8,10.1,630.1,0.67,G12,domestic,678.1952455393242,CIL_pithead_FY2022-23+levies+freight,1.890672705514528,2.090672705514528,WR,,2.090672705514528,modelled
310.0,Parli,7.0,MAHAGENCO,State,14.5,3268.0,"(3000, 3500)",Coal,250.0,1.08,53.5,2810.3,30.6,11.4,1171.0,1.27,G14,domestic,719.7123623011016,CIL_pithead_FY2022-23+levies+freight,2.022607651774786,2.222607651774786,WR,4.533,4.533,published_ECR
383.0,Ghtp (Leh.Moh.),1.0,PSEB,State,26.6,4262.7,"(4000, 4500)",Coal,210.0,1.18,53.6,3104.1,27.7,9.0,986.0,1.16,G11,domestic,609.5549768925799,CIL_pithead_FY2022-23+levies+freight,1.8921196037722567,2.092119603772258,NR,3.6824,3.6824,published_ECR
222.0,Suratgarh,4.0,RRVUNL,State,22.4,3304.0,"(3000, 3500)",Coal,250.0,1.03,53.7,2690.7,32.0,9.2,1175.0,1.21,G14,domestic,711.8704600484261,CIL_pithead_FY2022-23+levies+freight,1.9154298468523,2.1154298468523,NR,4.22,4.22,published_ECR
3.0,Torangallu Ext,1.0,JSW Energy Ltd,Private,15.3,5344.1,"(5000, 6000)",Coal,300.0,0.87,54.0,2425.1,35.5,7.6,1418.9,1.23,G7,imported,1700.0,modelled_anchor,4.12267,4.3226700000000005,Unallocated,,4.3226700000000005,modelled
99.0,Rayal Seema,6.0,APGENCO,State,6.4,3346.0,"(3000, 3500)",Coal,600.0,0.97,54.2,2543.0,33.8,6.4,2851.2,2.76,G14,domestic,702.9348475791991,CIL_pithead_FY2022-23+levies+freight,1.7875633173939032,1.9875633173939031,SR,4.33,4.33,published_ECR
381.0,North Chennai,2.0,TNEB,State,29.4,3111.0,"(3000, 3500)",Coal,210.0,1.17,54.3,3068.9,28.0,9.2,998.2,1.17,G14,domestic,756.0334297653487,CIL_pithead_FY2022-23+levies+freight,2.3201909926068787,2.520190992606879,SR,3.59,3.59,published_ECR
324.0,Tuticorin,3.0,TNEB,State,42.3,2840.0,"(2000, 3000)",Coal,210.0,1.1,54.7,2868.3,30.0,9.1,1006.2,1.1,G15,domestic,761.9718309859155,CIL_pithead_FY2022-23+levies+freight,2.185563802816902,2.385563802816902,SR,3.96,3.96,published_ECR
214.0,Ukai_Coal,4.0,GSECL,State,45.4,3465.0,"(3000, 3500)",Coal,200.0,1.02,54.9,2585.2,33.3,9.8,961.0,0.98,G13,domestic,702.4906204906205,CIL_pithead_FY2022-23+levies+freight,1.816078752092352,2.016078752092352,WR,3.915,3.915,published_ECR
260.0,Uchpinda TPP,3.0,Rkm Powergen Private Ltd.,Private,6.9,3044.0,"(3000, 3500)",Coal,360.0,1.05,54.9,2766.8,31.1,10.1,1730.6,1.82,G15,domestic,710.9067017082785,CIL_pithead_FY2022-23+levies+freight,1.9669366622864648,2.1669366622864654,Unallocated,2.22,2.22,published_ECR
311.0,Pathadi Tps Ph -I,1.0,Lanco Amarkantak,Private,15.2,3387.4,"(3000, 3500)",Coal,300.0,1.08,54.9,2856.7,30.1,8.7,1443.1,1.56,G14,domestic,694.3437444647813,CIL_pithead_FY2022-23+levies+freight,1.9835317748125405,2.1835317748125407,Unallocated,,2.1835317748125407,modelled
102.0,Rajiv Gandhi Tps Hisar,2.0,HPGCL,State,13.8,3291.1,"(3000, 3500)",Coal,600.0,0.97,55.1,2570.8,33.4,5.8,2897.5,2.81,G14,domestic,714.6607517243475,CIL_pithead_FY2022-23+levies+freight,1.8372498605329528,2.037249860532953,NR,3.639,3.639,published_ECR
231.0,Paricha,6.0,UPRVUNL,State,11.4,3401.0,"(3000, 3500)",Coal,250.0,1.03,55.3,2720.8,31.6,10.4,1210.0,1.25,G13,domestic,715.7100852690385,CIL_pithead_FY2022-23+levies+freight,1.947304,2.147304,NR,3.657,3.657,published_ECR
432.0,Niwari TPP,2.0,BLA Power Ltd,Private,5.2,3120.0,"(3000, 3500)",Coal,45.0,1.3,55.4,3433.0,25.0,12.3,218.2,0.28,G14,domestic,753.8525641025641,CIL_pithead_FY2022-23+levies+freight,2.5879758525641026,2.7879758525641027,Unallocated,,2.7879758525641027,modelled
114.0,Unchahar,6.0,NTPC,Centre,7.4,3829.9,"(3500, 4000)",Coal,500.0,0.97,55.6,2590.3,33.2,6.8,2436.4,2.37,G12,domestic,656.998877255281,CIL_pithead_FY2022-23+levies+freight,1.7018241917543544,1.9018241917543544,Unallocated,4.357,4.357,published_ECR
445.0,Neyveli St Ii,6.0,NLC,Centre,31.8,2556.0,"(2000, 3000)",Lignite,210.0,1.45,55.6,3443.1,25.0,12.3,1023.4,1.49,G16,lignite,500.0,modelled_anchor,1.72155,1.92155,SR,,1.92155,modelled
332.0,Vijaywada (Dr. N.TATA Rao Tps),3.0,APGENCO,State,34.8,2858.0,"(2000, 3000)",Coal,210.0,1.1,55.7,2894.2,29.7,10.2,1025.0,1.13,G15,domestic,757.1728481455564,CIL_pithead_FY2022-23+levies+freight,2.1914096571028687,2.391409657102869,SR,3.99,3.99,published_ECR
347.0,Obra-A,10.0,UPRVUNL,State,45.6,3430.0,"(3000, 3500)",Coal,200.0,1.13,55.7,2959.1,29.1,10.0,976.0,1.1,G13,domestic,709.6588921282798,CIL_pithead_FY2022-23+levies+freight,2.0999516276967927,2.299951627696793,NR,2.58,2.58,published_ECR
421.0,Ratija TPP,2.0,Scpl Ltd,Private,7.7,2156.0,"(2000, 3000)",Coal,50.0,1.23,56.0,3251.1,26.4,11.9,245.4,0.3,ungraded(<2200),domestic,924.7820037105752,CIL_pithead_FY2022-23+levies+freight,3.006558772263451,3.206558772263451,Unallocated,,3.206558772263451,modelled
441.0,Neyveli St Ii,5.0,NLC,Centre,32.6,2556.0,"(2000, 3000)",Lignite,210.0,1.42,56.2,3373.1,25.5,10.7,1033.0,1.47,G16,lignite,500.0,modelled_anchor,1.68655,1.88655,SR,,1.88655,modelled
183.0,Ukai_Coal,6.0,GSECL,State,11.4,3552.0,"(3500, 4000)",Coal,500.0,1.0,56.3,2569.3,33.5,7.3,2465.0,2.46,G13,domestic,685.2843468468468,CIL_pithead_FY2022-23+levies+freight,1.7607010723536036,1.960701072353604,WR,3.915,3.915,published_ECR
249.0,Mejia,1.0,DVC,Centre,28.6,3430.8,"(3000, 3500)",Coal,210.0,1.04,56.3,2719.3,31.6,11.4,1035.6,1.08,G13,domestic,709.4934126151335,CIL_pithead_FY2022-23+levies+freight,1.9293254369243324,2.1293254369243324,ER,3.649,3.649,published_ECR
257.0,Bina TPP,2.0,Bina Power Supply,Private,11.4,3592.0,"(3500, 4000)",Coal,250.0,1.05,56.3,2756.6,31.2,8.4,1234.0,1.29,G13,domestic,677.6531180400891,CIL_pithead_FY2022-23+levies+freight,1.8680185851893096,2.06801858518931,Unallocated,,2.06801858518931,modelled
60.0,Dadri (NcTPP),6.0,NTPC,Centre,14.0,3805.9,"(3500, 4000)",Coal,490.0,0.95,56.4,2527.4,34.0,5.9,2420.8,2.3,G12,domestic,661.1419112430701,CIL_pithead_FY2022-23+levies+freight,1.6709700664757354,1.8709700664757356,Unallocated,4.386,4.386,published_ECR
201.0,Shri Singaji Malwa TPP,1.0,Mppgcl,State,10.7,3331.0,"(3000, 3500)",Coal,600.0,1.01,56.5,2656.9,32.4,6.2,2970.0,3.0,G14,domestic,706.1002701891324,CIL_pithead_FY2022-23+levies+freight,1.876037807865506,2.076037807865506,WR,,2.076037807865506,modelled
248.0,North Chennai Extension,2.0,TNEB,State,10.9,3065.2,"(3000, 3500)",Coal,600.0,1.04,56.5,2752.0,31.2,7.4,2970.0,3.09,G15,domestic,705.9898212188439,CIL_pithead_FY2022-23+levies+freight,1.9428839879942583,2.1428839879942583,SR,3.94,3.94,published_ECR
227.0,Dadri (NcTPP),4.0,NTPC,Centre,30.4,3783.4,"(3500, 4000)",Coal,210.0,1.03,56.7,2733.8,31.5,9.0,1042.8,1.07,G12,domestic,665.0737431939526,CIL_pithead_FY2022-23+levies+freight,1.818178599143628,2.018178599143628,Unallocated,4.386,4.386,published_ECR
320.0,Tuticorin,4.0,TNEB,State,32.5,2835.0,"(2000, 3000)",Coal,210.0,1.09,56.7,2861.7,30.0,9.7,1043.5,1.14,G15,domestic,763.31569664903,CIL_pithead_FY2022-23+levies+freight,2.1843805291005287,2.384380529100529,SR,3.96,3.96,published_ECR
370.0,Kolaghat,5.0,WBPDC,State,33.4,3277.0,"(3000, 3500)",Coal,210.0,1.15,56.8,3035.5,28.3,11.1,1045.0,1.21,G14,domestic,717.7357339029601,CIL_pithead_FY2022-23+levies+freight,2.178686820262435,2.3786868202624354,ER,2.7841,2.7841,published_ECR
97.0,Raghunathpur TPP Ph-I,2.0,DVC,Centre,8.6,3651.6,"(3500, 4000)",Coal,600.0,0.97,56.9,2556.1,33.6,6.1,2988.7,2.89,G13,domestic,666.5927264760653,CIL_pithead_FY2022-23+levies+freight,1.7038776681454706,1.9038776681454703,ER,3.881,3.881,published_ECR
380.0,Sanjay Gandhi,2.0,MPGPCL,State,30.4,3723.0,"(3500, 4000)",Coal,210.0,1.17,57.1,3083.5,27.9,9.5,1049.6,1.23,G12,domestic,675.8635508998121,CIL_pithead_FY2022-23+levies+freight,2.0840252591995707,2.284025259199571,WR,,2.284025259199571,modelled
6.0,Trombay_Coal,1.0,TATA Power,Private,40.5,4445.0,"(4000, 4500)",Coal,500.0,0.89,57.2,2495.6,34.5,6.1,2507.0,2.24,G10,domestic,603.0281214848144,CIL_pithead_FY2022-23+levies+freight,1.5049169799775026,1.7049169799775026,Unallocated,,1.7049169799775026,modelled
151.0,Indra Gandhi STPP,1.0,NTPC/Apcpl JV,Centre,13.8,3772.7,"(3500, 4000)",Coal,500.0,0.98,57.2,2592.0,33.2,6.1,2507.5,2.47,G12,domestic,666.9600021204974,CIL_pithead_FY2022-23+levies+freight,1.7287603254963293,1.9287603254963293,Unallocated,4.09,4.09,published_ECR
252.0,Pathadi Tps Ph -I,2.0,Lanco Amarkantak,Private,14.4,3395.6,"(3000, 3500)",Coal,300.0,1.04,57.6,2755.0,31.2,8.6,1513.4,1.58,G14,domestic,692.6669807986807,CIL_pithead_FY2022-23+levies+freight,1.9082975321003648,2.1082975321003654,Unallocated,,2.1082975321003654,modelled
286.0,Kalisindh,1.0,RRVUNL,State,10.3,3902.6,"(3500, 4000)",Coal,600.0,1.07,57.6,2812.5,30.6,7.3,3029.4,3.24,G12,domestic,644.7599036539744,CIL_pithead_FY2022-23+levies+freight,1.813387229026803,2.013387229026803,NR,2.95,2.95,published_ECR
337.0,Vijaywada (Dr. N.TATA Rao Tps),1.0,APGENCO,State,44.8,2819.0,"(2000, 3000)",Coal,210.0,1.11,57.7,2898.6,29.7,10.7,1062.0,1.17,G15,domestic,767.6481021638879,CIL_pithead_FY2022-23+levies+freight,2.2251047889322453,2.425104788932245,SR,3.99,3.99,published_ECR
442.0,Neyveli St Ii,3.0,NLC,Centre,38.4,2556.0,"(2000, 3000)",Lignite,210.0,1.44,57.7,3418.6,25.2,11.8,1060.7,1.53,G16,lignite,500.0,modelled_anchor,1.7093,1.9093,SR,,1.9093,modelled
212.0,Sterlite TPP(Vedanta),2.0,Sterlite Energy,Private,13.8,3165.0,"(3000, 3500)",Coal,600.0,1.02,58.0,2685.1,32.0,8.3,3046.3,3.1,G14,domestic,743.1342812006319,CIL_pithead_FY2022-23+levies+freight,1.9953898584518168,2.195389858451817,Unallocated,,2.195389858451817,modelled
