name,unit_no,sector,coal_source,coal_grade,pithead,base_rs_t,freight_rs_t,recon_ecr,real_ecr,vc_final,vc_source
Barauni (Ext),8.0,State,domestic,G13,False,1534.13,2190.0,2.8801684628833484,,2.8801684628833484,reconstructed_landed
Korba-V(Dspm Tps),7.0,State,domestic,G14,True,1452.02,360.0,1.5142204196507842,,1.5142204196507842,reconstructed_landed
Baradarha TPP,1.0,Private,domestic,G14,False,1452.02,2190.0,2.8701123168613356,,2.8701123168613356,reconstructed_landed
Mahadev Prasad STPP,1.0,Private,domestic,G13,False,1534.13,2190.0,2.8544194309948248,,2.8544194309948248,reconstructed_landed
Simhadri,3.0,Centre,domestic,G14,False,1452.02,2190.0,3.105897498226836,2.9450000000000003,2.9450000000000003,real_ISGS_ECR
Jallippa Kapurdi TPP,6.0,Private,lignite,G14,True,1452.02,,1.5457,,1.5457,modelled_anchor
Korba-West,1.0,State,domestic,G13,True,1534.13,360.0,1.649978303846154,,1.649978303846154,reconstructed_landed
Kota,4.0,State,domestic,G14,False,1452.02,2190.0,3.1277015166666673,,3.1277015166666673,reconstructed_landed
Chhabra Tps,3.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.9671293394548983,,2.9671293394548983,reconstructed_landed
Budge Budge,2.0,Private,domestic,G12,False,1616.2400000000002,2190.0,2.5872248061685728,,2.5872248061685728,reconstructed_landed
Maithon Rb TPP,1.0,Private,domestic,G11,False,1698.3500000000001,2190.0,2.492809753313697,2.54,2.54,real_ISGS_ECR
R_Gundem Stps,4.0,Centre,domestic,G13,True,1534.13,360.0,1.4981110741482966,2.365,2.365,real_ISGS_ECR
Dhanu,1.0,Private,domestic,G13,False,1534.13,2190.0,2.738458571749824,,2.738458571749824,reconstructed_landed
Vijaywada TPP-Iv,1.0,State,domestic,G13,False,1534.13,2190.0,2.95726640070196,,2.95726640070196,reconstructed_landed
Vindh_Chal Stps,3.0,Centre,domestic,G13,True,1534.13,360.0,1.4844230805957195,1.596,1.596,real_ISGS_ECR
Chandrapur_Coal,9.0,State,domestic,G14,False,1452.02,1280.0,2.241929966609456,,2.241929966609456,reconstructed_landed
Mouda Stps,2.0,Centre,domestic,G14,False,1452.02,2190.0,2.826001488128844,2.805,2.805,real_ISGS_ECR
Barsingar Ligniteite,2.0,Centre,lignite,G15,True,1264.0,,1.5741999999999998,1.077,1.077,real_ISGS_ECR
Simhadri,1.0,Centre,domestic,G14,False,1452.02,2190.0,3.1012531815565647,2.9450000000000003,2.9450000000000003,real_ISGS_ECR
Chandrapura,8.0,Centre,domestic,G12,False,1616.2400000000002,1280.0,2.135168071834148,2.675,2.675,real_ISGS_ECR
K_Kheda Ii,5.0,State,domestic,G13,False,1534.13,2190.0,3.267797020895867,,3.267797020895867,reconstructed_landed
Haldia,2.0,Private,domestic,G14,False,1452.02,2190.0,2.8829038379905807,,2.8829038379905807,reconstructed_landed
Haldia,1.0,Private,domestic,G14,False,1452.02,2190.0,3.0307751107644307,,3.0307751107644307,reconstructed_landed
Emco GMR Warora TPP,2.0,Private,domestic,G13,False,1534.13,2190.0,2.7005099258067156,,2.7005099258067156,reconstructed_landed
Talcher Stps,2.0,Centre,domestic,G14,True,1452.02,360.0,1.4953369671670074,1.985,1.985,real_ISGS_ECR
K_Gudem New,3.0,State,domestic,G15,False,1264.0,2190.0,3.233869625520111,,3.233869625520111,reconstructed_landed
Singrauli Stps,1.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4722608098498116,1.39,1.39,real_ISGS_ECR
Rihand,2.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4156371741865903,1.403333333333333,1.403333333333333,real_ISGS_ECR
Kota,7.0,State,domestic,G13,False,1534.13,2190.0,2.938466307058789,,2.938466307058789,reconstructed_landed
Kahalgaon,6.0,Centre,domestic,G13,False,1534.13,1280.0,2.136272819211134,2.17,2.17,real_ISGS_ECR
Amaravati TPP,4.0,Private,domestic,G13,False,1534.13,2190.0,2.763420864579342,,2.763420864579342,reconstructed_landed
D.P.L.,8.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.8799865131747255,,2.8799865131747255,reconstructed_landed
Bhilai TPP,2.0,Centre,domestic,G14,False,1452.02,2190.0,2.987351212703057,2.347,2.347,real_ISGS_ECR
Kahalgaon,1.0,Centre,domestic,G13,False,1534.13,1280.0,2.277400442551245,2.17,2.17,real_ISGS_ECR
Vindh_Chal Stps,1.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.5431843859885301,1.596,1.596,real_ISGS_ECR
Barauni (Ext),9.0,State,domestic,G13,False,1534.13,2190.0,2.8953063904884684,,2.8953063904884684,reconstructed_landed
Yamunanagar TPP,1.0,State,domestic,G14,False,1452.02,2190.0,2.8662895468920877,,2.8662895468920877,reconstructed_landed
Singrauli Stps,2.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4995658192075365,1.39,1.39,real_ISGS_ECR
Koderma,2.0,Centre,domestic,G11,False,1698.3500000000001,2190.0,2.737089567258472,2.657,2.657,real_ISGS_ECR
Bongaigaon TPP,2.0,Centre,domestic,G11,False,1698.3500000000001,2190.0,2.6454902607946864,3.37,3.37,real_ISGS_ECR
Amaravati TPP,1.0,Private,domestic,G13,False,1534.13,2190.0,2.7321937042716318,,2.7321937042716318,reconstructed_landed
Neyveli New TPP,2.0,Centre,lignite,G16,True,1233.06,,1.5202499999999999,2.193,2.193,real_ISGS_ECR
Anpara,1.0,State,domestic,G14,False,1452.02,2190.0,3.1563756293532337,,3.1563756293532337,reconstructed_landed
Sipat Stps,1.0,Centre,domestic,G13,True,1534.13,360.0,1.4922504417426543,1.415,1.415,real_ISGS_ECR
Mejia Tps Ext,2.0,Centre,domestic,G13,False,1534.13,2190.0,2.805710425455151,2.9,2.9,real_ISGS_ECR
Muzaffarpur Exp,4.0,Centre,domestic,G13,False,1534.13,2190.0,2.837385579535707,,2.837385579535707,reconstructed_landed
Korba-West,3.0,State,domestic,G13,True,1534.13,360.0,1.6698562615384613,,1.6698562615384613,reconstructed_landed
Bakreswar,5.0,State,domestic,G11,False,1698.3500000000001,2190.0,2.483912005643076,,2.483912005643076,reconstructed_landed
Bandel,5.0,State,domestic,G13,False,1534.13,2190.0,3.2512243632299525,,3.2512243632299525,reconstructed_landed
Panipat,7.0,State,domestic,G12,False,1616.2400000000002,2190.0,3.047955784200178,,3.047955784200178,reconstructed_landed
Mejia,5.0,Centre,domestic,G13,False,1534.13,2190.0,2.972989092649419,3.142333333333333,3.142333333333333,real_ISGS_ECR
Jojbera,2.0,Private,domestic,G12,False,1616.2400000000002,2190.0,2.8809189570680633,,2.8809189570680633,reconstructed_landed
Sagardighi TPP,2.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.627386913879379,,2.627386913879379,reconstructed_landed
Singrauli Stps,4.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.5110144814299482,1.39,1.39,real_ISGS_ECR
Neyveli New TPP,1.0,Centre,lignite,G16,True,1233.06,,1.5191499999999998,2.193,2.193,real_ISGS_ECR
Rihand,1.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.408766967046379,1.403333333333333,1.403333333333333,real_ISGS_ECR
Anapara “C”,1.0,Private,domestic,G13,False,1534.13,2190.0,2.6171303807702815,,2.6171303807702815,reconstructed_landed
Vindh_Chal Stps,4.0,Centre,domestic,G13,True,1534.13,360.0,1.466244556089352,1.596,1.596,real_ISGS_ECR
Emco GMR Warora TPP,1.0,Private,domestic,G13,False,1534.13,2190.0,2.692022999781755,,2.692022999781755,reconstructed_landed
Sagardighi TPP,1.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.627386913879379,,2.627386913879379,reconstructed_landed
Torr Power(Sabarmati),3.0,Private,domestic,G9,False,1918.5000000000002,2190.0,2.492031834963404,,2.492031834963404,reconstructed_landed
Mettur,1.0,State,domestic,G15,False,1264.0,2190.0,3.169962063336598,,3.169962063336598,reconstructed_landed
Satpura,10.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.6445924689092766,,2.6445924689092766,reconstructed_landed
Vallur NTPC/Ntecl,2.0,Centre,domestic,G14,False,1452.02,2190.0,3.0366360317761747,,3.0366360317761747,reconstructed_landed
Rihand,6.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.3832624930914936,1.403333333333333,1.403333333333333,real_ISGS_ECR
Vindh_Chal Stps,10.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4531663542931135,1.596,1.596,real_ISGS_ECR
Singrauli Stps,6.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4693183610117866,1.39,1.39,real_ISGS_ECR
Santaldih,6.0,State,domestic,G13,False,1534.13,2190.0,3.0205348521544884,,3.0205348521544884,reconstructed_landed
K_Gudem New,4.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.544536555378909,,2.544536555378909,reconstructed_landed
Korba Stps,7.0,Centre,domestic,G14,True,1452.02,360.0,1.4238058547717842,1.375,1.375,real_ISGS_ECR
Jojbera,3.0,Private,domestic,G12,False,1616.2400000000002,2190.0,2.897141768764815,,2.897141768764815,reconstructed_landed
Kakatiya TPP (Stage-II),2.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.4681030180360723,,2.4681030180360723,reconstructed_landed
Vindh_Chal Stps,8.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4597703918816802,1.596,1.596,real_ISGS_ECR
Talcher Stps,6.0,Centre,domestic,G14,True,1452.02,360.0,1.478287346064608,1.985,1.985,real_ISGS_ECR
Amaravati TPP,2.0,Private,domestic,G13,False,1534.13,2190.0,2.725321529199278,,2.725321529199278,reconstructed_landed
Singareni TPP,2.0,State,domestic,G12,True,1616.2400000000002,360.0,1.3354098493870405,,1.3354098493870405,reconstructed_landed
Bakreswar,3.0,State,domestic,G11,False,1698.3500000000001,2190.0,2.725459635551376,,2.725459635551376,reconstructed_landed
Nabi Nagar TPP (Brbcl),4.0,Centre,domestic,G13,False,1534.13,2190.0,2.9673602966521107,,2.9673602966521107,reconstructed_landed
Kahalgaon,7.0,Centre,domestic,G13,False,1534.13,1280.0,2.1405847998283014,2.17,2.17,real_ISGS_ECR
Mejia Tps Ext,1.0,Centre,domestic,G13,False,1534.13,2190.0,2.7996124106349916,2.9,2.9,real_ISGS_ECR
Talcher Stps,5.0,Centre,domestic,G14,True,1452.02,360.0,1.4830386114400755,1.985,1.985,real_ISGS_ECR
Korba Stps,1.0,Centre,domestic,G13,True,1534.13,360.0,1.5418918313463217,1.375,1.375,real_ISGS_ECR
Derang,1.0,Private,domestic,G14,False,1452.02,2190.0,2.8389338290380803,,2.8389338290380803,reconstructed_landed
Korba-V(Dspm Tps),8.0,State,domestic,G14,True,1452.02,360.0,1.5253209860905592,,1.5253209860905592,reconstructed_landed
Singrauli Stps,5.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.509565085304279,1.39,1.39,real_ISGS_ECR
Durgapur Steel Tps,2.0,Centre,domestic,G12,False,1616.2400000000002,2190.0,2.720356725918042,2.946,2.946,real_ISGS_ECR
Budge Budge,3.0,Private,domestic,G12,False,1616.2400000000002,2190.0,2.6527030640787026,,2.6527030640787026,reconstructed_landed
Dhariwal Inf TPP,2.0,Private,domestic,G14,False,1452.02,2190.0,2.851515,,2.851515,reconstructed_landed
Nabi Nagar TPP (Brbcl),1.0,Centre,domestic,G13,False,1534.13,2190.0,2.9673602966521107,,2.9673602966521107,reconstructed_landed
Koderma,1.0,Centre,domestic,G11,False,1698.3500000000001,2190.0,2.7147562825983886,2.657,2.657,real_ISGS_ECR
Maithon Rb TPP,2.0,Private,domestic,G11,False,1698.3500000000001,2190.0,2.492809753313697,2.54,2.54,real_ISGS_ECR
Bokaro A ‘’Exp’’,1.0,Centre,domestic,G11,False,1698.3500000000001,2190.0,2.5144142309427155,2.273,2.273,real_ISGS_ECR
Torr Power(Sabarmati),5.0,Private,domestic,G9,False,1918.5000000000002,2190.0,2.4351791912474527,,2.4351791912474527,reconstructed_landed
Vindh_Chal Stps,5.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.5227408090737242,1.596,1.596,real_ISGS_ECR
Vindh_Chal Stps,9.0,Centre,domestic,G13,True,1534.13,360.0,1.4045585570724306,1.596,1.596,real_ISGS_ECR
Kota,6.0,State,domestic,G13,False,1534.13,2190.0,2.951876866126951,,2.951876866126951,reconstructed_landed
Anpara,5.0,State,domestic,G13,False,1534.13,2190.0,2.7655658476876206,,2.7655658476876206,reconstructed_landed
Muzaffarpur Exp,3.0,Centre,domestic,G13,False,1534.13,2190.0,2.851132071636818,,2.851132071636818,reconstructed_landed
Korba Stps,6.0,Centre,domestic,G14,True,1452.02,360.0,1.4505587047731288,1.375,1.375,real_ISGS_ECR
Bhilai TPP,1.0,Centre,domestic,G14,False,1452.02,2190.0,2.987351212703057,2.347,2.347,real_ISGS_ECR
Neyveli Fst Ext,1.0,Centre,lignite,G16,True,1233.06,,1.6079500000000002,2.454,2.454,real_ISGS_ECR
Torr Power(Sabarmati),4.0,Private,domestic,G9,False,1918.5000000000002,2190.0,2.4617451783525772,,2.4617451783525772,reconstructed_landed
Sanjay Gandhi,5.0,State,domestic,G12,False,1616.2400000000002,1280.0,2.0666394712643683,,2.0666394712643683,reconstructed_landed
Torangallu Imp,1.0,Private,imported,G7,False,2853.84,,3.62302,,3.62302,modelled_anchor
Vindh_Chal Stps,2.0,Centre,domestic,G13,True,1534.13,360.0,1.4660097321621621,1.596,1.596,real_ISGS_ECR
Korba-West Ext,5.0,State,domestic,G13,True,1534.13,360.0,1.5185340076923075,,1.5185340076923075,reconstructed_landed
Vindh_Chal Stps,13.0,Centre,domestic,G13,True,1534.13,360.0,1.3987890561031087,1.596,1.596,real_ISGS_ECR
Sagardighi TPP,4.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.6872720710925253,,2.6872720710925253,reconstructed_landed
Singrauli Stps,7.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4704376537972,1.39,1.39,real_ISGS_ECR
Talcher Stps,1.0,Centre,domestic,G14,True,1452.02,360.0,1.5060456085819567,1.985,1.985,real_ISGS_ECR
Singareni TPP,,State,domestic,G11,True,1698.3500000000001,360.0,1.3783091641679164,,1.3783091641679164,reconstructed_landed
Sipat Stps,2.0,Centre,domestic,G13,True,1534.13,360.0,1.4693284258699593,1.415,1.415,real_ISGS_ECR
Talcher Stps,3.0,Centre,domestic,G14,True,1452.02,360.0,1.4903340756127958,1.985,1.985,real_ISGS_ECR
Sagardighi TPP,3.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.6868741369576585,,2.6868741369576585,reconstructed_landed
Vindh_Chal Stps,7.0,Centre,domestic,G13,True,1534.13,360.0,1.415214858611825,1.596,1.596,real_ISGS_ECR
Anpara,7.0,State,domestic,G13,False,1534.13,2190.0,2.6576989467966574,,2.6576989467966574,reconstructed_landed
Singrauli Stps,3.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.5040825821546315,1.39,1.39,real_ISGS_ECR
Satpura,11.0,State,domestic,G12,False,1616.2400000000002,2190.0,2.6436224791029566,,2.6436224791029566,reconstructed_landed
Bakreswar,4.0,State,domestic,G11,False,1698.3500000000001,2190.0,2.5080484834234666,,2.5080484834234666,reconstructed_landed
Korba Stps,4.0,Centre,domestic,G14,True,1452.02,360.0,1.4425081264705883,1.375,1.375,real_ISGS_ECR
Bakreswar,1.0,State,domestic,G11,False,1698.3500000000001,2190.0,2.5906976346108634,,2.5906976346108634,reconstructed_landed
Anpara,6.0,State,domestic,G13,False,1534.13,2190.0,2.656557848467967,,2.656557848467967,reconstructed_landed
Korba Stps,3.0,Centre,domestic,G13,True,1534.13,360.0,1.547578801468429,1.375,1.375,real_ISGS_ECR
Vindh_Chal Stps,6.0,Centre,domestic,G13,True,1534.13,360.0,1.4644657206184455,1.596,1.596,real_ISGS_ECR
Santaldih,5.0,State,domestic,G13,False,1534.13,2190.0,2.995905810651931,,2.995905810651931,reconstructed_landed
Bakreswar,2.0,State,domestic,G11,False,1698.3500000000001,2190.0,2.6019430390312723,,2.6019430390312723,reconstructed_landed
Korba Stps,2.0,Centre,domestic,G13,True,1534.13,360.0,1.538872528495887,1.375,1.375,real_ISGS_ECR
Rihand,3.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4006845594803088,1.403333333333333,1.403333333333333,real_ISGS_ECR
Rihand,4.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.4019315179523644,1.403333333333333,1.403333333333333,real_ISGS_ECR
Rihand,5.0,Centre,domestic,G12,True,1616.2400000000002,360.0,1.3966709158327832,1.403333333333333,1.403333333333333,real_ISGS_ECR
Talcher Stps,4.0,Centre,domestic,G14,True,1452.02,360.0,1.4712275264986197,1.985,1.985,real_ISGS_ECR
Vindh_Chal Stps,12.0,Centre,domestic,G13,True,1534.13,360.0,1.3867330645204925,1.596,1.596,real_ISGS_ECR
Korba Stps,5.0,Centre,domestic,G13,True,1534.13,360.0,1.5148898601645122,1.375,1.375,real_ISGS_ECR
Bhadradri TPP,1.0,State,domestic,G13,False,1534.13,2190.0,3.0303266356521745,,3.0303266356521745,reconstructed_landed
Vindh_Chal Stps,11.0,Centre,domestic,G13,True,1534.13,360.0,1.3854337220810127,1.596,1.596,real_ISGS_ECR
